"CO_ISIC_CLASSE";"NO_ISIC_CLASSE";"NO_ISIC_CLASSE_ING";"NO_ISIC_CLASSE_ESP";"CO_ISIC_GRUPO";"NO_ISIC_GRUPO";"NO_ISIC_GRUPO_ING";"NO_ISIC_GRUPO_ESP";"CO_ISIC_DIVISAO";"NO_ISIC_DIVISAO";"NO_ISIC_DIVISAO_ING";"NO_ISIC_DIVISAO_ESP";"CO_ISIC_SECAO";"NO_ISIC_SECAO";"NO_ISIC_SECAO_ING";"NO_ISIC_SECAO_ESP" 
"5911";"Atividades de produção de filmes, vídeos e programas de televisão";"Motion picture, video and television programme production activities";"Atividades de produção de filmes, vídeos e programas de televisão";"591";"Atividades de filmes, vídeos e programas de televisão";"Motion picture, video and television programme activities";"Atividades de filmes, vídeos e programas de televisão";"59";"Produção de filmes, vídeos e programas de televisão, gravação de som e edição de música";"Motion picture, video and television programme production, sound recording and music publishing activities";"Produção de filmes, vídeos e programas de televisão, gravação de som e edição de música";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7490";"Outras atividades profissionais, científicas e técnicas n.e.c.";"Other professional, scientific and technical activities n.e.c.";"Outras atividades profissionais, científicas e técnicas n.e.c.";"749";"Outras atividades profissionais, científicas e técnicas n.c";"Other professional, scientific and technical activities n.e.c.";"Outras atividades profissionais, científicas e técnicas n.c";"74";"Outras atividades profissionais, científicas e técnicas";"Other professional, scientific and technical activities";"Outras atividades profissionais, científicas e técnicas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2610";"Fabricação de componentes eletrônicos e placas";"Manufacture of electronic components and boards";"Fabricação de componentes eletrônicos e placas";"261";"Fabricação de componentes eletrônicos e placas";"Manufacture of electronic components and boards";"Fabricação de componentes eletrônicos e placas";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2620";"Fabricação de computadores e equipamentos periféricos";"Manufacture of computers and peripheral equipment";"Fabricação de computadores e equipamentos periféricos";"262";"Fabricação de computadores e equipamentos periféricos";"Manufacture of computers and peripheral equipment";"Fabricação de computadores e equipamentos periféricos";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2652";"Fabricação de cronomêtros e relógios";"Manufacture of watches and clocks";"Fabricação de cronomêtros e relógios";"265";"Fabricação de equipamentos de medição, teste, navegação e controle; cronômetros e relógios";"Manufacture of measuring, testing, navigating and control equipment; watches and clocks";"Fabricação de equipamentos de medição, teste, navegação e controle; cronômetros e relógios";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2651";"Fabricação de equipamentos de medição, teste, navegação e controle";"Manufacture of measuring, testing, navigating and control equipment";"Fabricação de equipamentos de medição, teste, navegação e controle";"265";"Fabricação de equipamentos de medição, teste, navegação e controle; cronômetros e relógios";"Manufacture of measuring, testing, navigating and control equipment; watches and clocks";"Fabricação de equipamentos de medição, teste, navegação e controle; cronômetros e relógios";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1073";"Fabricação de cacau, chocolate e produtos de confeitaria";"Manufacture of cocoa, chocolate and sugar confectionery";"Fabricação de cacau, chocolate e produtos de confeitaria";"107";"Fabricação de outros produtos alimentícios";"Manufacture of other food products";"Fabricação de outros produtos alimentícios";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1072";"Fabricação de açúcar";"Manufacture of sugar";"Fabricação de açúcar";"107";"Fabricação de outros produtos alimentícios";"Manufacture of other food products";"Fabricação de outros produtos alimentícios";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1071";"Fabricação de produtos de panificação";"Manufacture of bakery products";"Fabricação de produtos de panificação";"107";"Fabricação de outros produtos alimentícios";"Manufacture of other food products";"Fabricação de outros produtos alimentícios";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"8230";"Organização de convenções e feiras";"Organization of conventions and trade shows";"Organização de convenções e feiras";"823";"Organização de convenções e feiras";"Organization of conventions and trade shows";"Organização de convenções e feiras";"82";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"Office administrative, office support and other business support activities";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8690";"Outras atividades de saúde humana";"Other human health activities";"Outras atividades de saúde humana";"869";"Outras atividades de saúde humana";"Other human health activities";"Outras atividades de saúde humana";"86";"Atividades de saúde humana";"Human health activities";"Atividades de saúde humana";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4690";"Comércio atacadista não especializado";"Non-specialized wholesale trade";"Comércio atacadista não especializado";"469";"Comércio atacadista não especializado";"Non-specialized wholesale trade";"Comércio atacadista não especializado";"46";"Comércio atacadista, exceto de veículos automotores e motocicletas";"Wholesale trade, except of motor vehicles and motorcycles";"Comércio atacadista, exceto de veículos automotores e motocicletas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2660";"Fabricação de equipamentos de irradiação, eletromédicos e eletroterapêuticos";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";"Fabricação de equipamentos de irradiação, eletromédicos e eletroterapêuticos";"266";"Fabricação de equipamentos de irradiação, eletromédicos e eletroterapêuticos";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";"Fabricação de equipamentos de irradiação, eletromédicos e eletroterapêuticos";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3900";"Descontaminação e outros serviços de gestão de resíduos";"Remediation activities and other waste management services";"Descontaminação e outros serviços de gestão de resíduos";"390";"Descontaminação e outros serviços de gestão de resíduos";"Remediation activities and other waste management services";"Descontaminação e outros serviços de gestão de resíduos";"39";"Descontaminação e outros serviços de gestão de resíduos";"Remediation activities and other waste management services";"Descontaminação e outros serviços de gestão de resíduos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4329";"Outra instalação de construção";"Other construction installation";"Outra instalação de construção";"432";"Instalações elétricas, hidráulicas e outras instalações de construção";"Electrical, plumbing and other construction installation activities";"Instalações elétricas, hidráulicas e outras instalações de construção";"43";"Atividades de construção especializada";"Specialized construction activities";"Atividades de construção especializada";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4322";"Instalações de canalização, aquecimento e ar condicionado";"Plumbing, heat and air-conditioning installation";"Instalações de canalização, aquecimento e ar condicionado";"432";"Instalações elétricas, hidráulicas e outras instalações de construção";"Electrical, plumbing and other construction installation activities";"Instalações elétricas, hidráulicas e outras instalações de construção";"43";"Atividades de construção especializada";"Specialized construction activities";"Atividades de construção especializada";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4321";"Instalação elétrica";"Electrical installation";"Instalação elétrica";"432";"Instalações elétricas, hidráulicas e outras instalações de construção";"Electrical, plumbing and other construction installation activities";"Instalações elétricas, hidráulicas e outras instalações de construção";"43";"Atividades de construção especializada";"Specialized construction activities";"Atividades de construção especializada";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6010";"Radiodifusão";"Radio broadcasting";"Radiodifusão";"601";"Radiodifusão";"Radio broadcasting";"Radiodifusão";"60";"Programação e transmissão";"Programming and broadcasting activities";"Programação e transmissão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6020";"Programação televisiva e atividades de radiodifusão";"Television programming and broadcasting activities";"Programação televisiva e atividades de radiodifusão";"602";"Programação televisiva e atividades de radiodifusão";"Television programming and broadcasting activities";"Programação televisiva e atividades de radiodifusão";"60";"Programação e transmissão";"Programming and broadcasting activities";"Programação e transmissão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6910";"Atividades legais";"Legal activities";"Atividades legais";"691";"Atividades legais";"Legal activities";"Atividades legais";"69";"Atividades jurídicas e contábeis";"Legal and accounting activities";"Atividades jurídicas e contábeis";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7210";"Investigação e desenvolvimento experimental em ciências naturais e engenharia";"Research and experimental development on natural sciences and engineering";"Investigação e desenvolvimento experimental em ciências naturais e engenharia";"721";"Investigação e desenvolvimento experimental em ciências naturais e engenharia";"Research and experimental development on natural sciences and engineering";"Investigação e desenvolvimento experimental em ciências naturais e engenharia";"72";"Investigação científica e desenvolvimento";"Scientific research and development";"Investigação científica e desenvolvimento";"D";"Outros Produtos";"Other products";"Outros Produtos"
"3220";"Fabricação de instrumentos musicais";"Manufacture of musical instruments";"Fabricação de instrumentos musicais";"322";"Fabricação de instrumentos musicais";"Manufacture of musical instruments";"Fabricação de instrumentos musicais";"32";"Outras manufaturas";"Other manufacturing";"Outras manufaturas";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2670";"Fabricação de instrumentos ópticos e equipamento fotográfico";"Manufacture of optical instruments and photographic equipment";"Fabricação de instrumentos ópticos e equipamento fotográfico";"267";"Fabricação de instrumentos ópticos e equipamento fotográfico";"Manufacture of optical instruments and photographic equipment";"Fabricação de instrumentos ópticos e equipamento fotográfico";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"2680";"Fabricação de mídia magnética e óptica";"Manufacture of magnetic and optical media";"Fabricação de mídia magnética e óptica";"268";"Fabricação de mídia magnética e óptica";"Manufacture of magnetic and optical media";"Fabricação de mídia magnética e óptica";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"4312";"Preparação de terreno";"Site preparation";"Preparação de terreno";"431";"Demolição e preparação do local";"Demolition and site preparation";"Demolição e preparação do local";"43";"Atividades de construção especializada";"Specialized construction activities";"Atividades de construção especializada";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4311";"Demolição";"Demolition";"Demolição";"431";"Demolição e preparação do local";"Demolition and site preparation";"Demolição e preparação do local";"43";"Atividades de construção especializada";"Specialized construction activities";"Atividades de construção especializada";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4330";"Conclusão de construção e acabamento";"Building completion and finishing";"Conclusão de construção e acabamento";"433";"Conclusão de construção e acabamento";"Building completion and finishing";"Conclusão de construção e acabamento";"43";"Atividades de construção especializada";"Specialized construction activities";"Atividades de construção especializada";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4520";"Manutenção e reparação de veículos automóveis";"Maintenance and repair of motor vehicles";"Manutenção e reparação de veículos automóveis";"452";"Manutenção e reparação de veículos automóveis";"Maintenance and repair of motor vehicles";"Manutenção e reparação de veículos automóveis";"45";"Comércio atacadista e varejista e reparação de veículos automóveis e motociclos";"Wholesale and retail trade and repair of motor vehicles and motorcycles";"Comércio atacadista e varejista e reparação de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4530";"Venda de peças e acessórios para veículos automotores";"Sale of motor vehicle parts and accessories";"Venda de peças e acessórios para veículos automotores";"453";"Venda de peças e acessórios para veículos automotores";"Sale of motor vehicle parts and accessories";"Venda de peças e acessórios para veículos automotores";"45";"Comércio atacadista e varejista e reparação de veículos automóveis e motociclos";"Wholesale and retail trade and repair of motor vehicles and motorcycles";"Comércio atacadista e varejista e reparação de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9103";"Jardins botânicos e zoológicos e atividades de reservas naturais";"Botanical and zoological gardens and nature reserves activities";"Jardins botânicos e zoológicos e atividades de reservas naturais";"910";"Bibliotecas, arquivos, museus e outras atividades culturais";"Libraries, archives, museums and other cultural activities";"Bibliotecas, arquivos, museus e outras atividades culturais";"91";"Bibliotecas, arquivos, museus e outras atividades culturais";"Libraries, archives, museums and other cultural activities";"Bibliotecas, arquivos, museus e outras atividades culturais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9102";"Atividades de museus e operação de locais históricos e edifícios";"Museums activities and operation of historical sites and buildings";"Atividades de museus e operação de locais históricos e edifícios";"910";"Bibliotecas, arquivos, museus e outras atividades culturais";"Libraries, archives, museums and other cultural activities";"Bibliotecas, arquivos, museus e outras atividades culturais";"91";"Bibliotecas, arquivos, museus e outras atividades culturais";"Libraries, archives, museums and other cultural activities";"Bibliotecas, arquivos, museus e outras atividades culturais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9101";"Atividades de biblioteca e arquivos";"Library and archives activities";"Atividades de biblioteca e arquivos";"910";"Bibliotecas, arquivos, museus e outras atividades culturais";"Libraries, archives, museums and other cultural activities";"Bibliotecas, arquivos, museus e outras atividades culturais";"91";"Bibliotecas, arquivos, museus e outras atividades culturais";"Libraries, archives, museums and other cultural activities";"Bibliotecas, arquivos, museus e outras atividades culturais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"3290";"Outras manufaturas n.c.";"Other manufacturing n.e.c.";"Outras manufaturas n.c.";"329";"Outras manufaturas n.c";"Other manufacturing n.e.c.";"Outras manufaturas n.c";"32";"Outras manufaturas";"Other manufacturing";"Outras manufaturas";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"6499";"Outras atividades de serviços financeiros, exceto atividades de seguros e fundos de pensão, n.e.c.";"Other financial service activities, except insurance and pension funding activities, n.e.c.";"Outras atividades de serviços financeiros, exceto atividades de seguros e fundos de pensão, n.e.c.";"649";"Outras atividades de serviços financeiros, exceto atividades de seguro e previdência";"Other financial service activities, except insurance and pension funding activities";"Outras atividades de serviços financeiros, exceto atividades de seguro e previdência";"64";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"Financial service activities, except insurance and pension funding";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6492";"Outras concessões de crédito";"Other credit granting";"Outras concessões de crédito";"649";"Outras atividades de serviços financeiros, exceto atividades de seguro e previdência";"Other financial service activities, except insurance and pension funding activities";"Outras atividades de serviços financeiros, exceto atividades de seguro e previdência";"64";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"Financial service activities, except insurance and pension funding";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6491";"Locação financeira";"Financial leasing";"Locação financeira";"649";"Outras atividades de serviços financeiros, exceto atividades de seguro e previdência";"Other financial service activities, except insurance and pension funding activities";"Outras atividades de serviços financeiros, exceto atividades de seguro e previdência";"64";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"Financial service activities, except insurance and pension funding";"Atividades de serviços financeiros, exceto seguros e fundos de pensão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6810";"Actividades imobiliárias com propriedade própria ou locada";"Real estate activities with own or leased property";"Actividades imobiliárias com propriedade própria ou locada";"681";"Atividades imobiliárias com propriedade própria ou locada";"Real estate activities with own or leased property";"Atividades imobiliárias com propriedade própria ou locada";"68";"Atividades imobiliárias";"Real estate activities";"Atividades imobiliárias";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2920";"Fabricação de carroçarias para veículos automotores; fabricação de reboques e semi-reboques";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";"Fabricação de carroçarias para veículos automotores; fabricação de reboques e semi-reboques";"292";"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";"29";"Fabricação de veículos automóveis, reboques e semi-reboques";"Manufacture of motor vehicles, trailers and semi-trailers";"Fabricação de veículos automóveis, reboques e semi-reboques";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"0710";"Extração de minério de ferro";"Mining of iron ores";"Extração de minério de ferro";"071";"Mineração de minérios de ferro";"Mining of iron ores";"Mineração de minérios de ferro";"07";"Extração de minerais metálicos";"Mining of metal ores";"Extração de minerais metálicos";"B";"Indústria Extrativa";"Mining and quarrying";"Indústria Extrativa"
"0729";"Extração de outros minérios de metais não ferrosos";"Mining of other non-ferrous metal ores";"Extração de outros minérios de metais não ferrosos";"072";"Mineração de minérios metálicos não ferrosos";"Mining of non-ferrous metal ores";"Mineração de minérios metálicos não ferrosos";"07";"Extração de minerais metálicos";"Mining of metal ores";"Extração de minerais metálicos";"B";"Indústria Extrativa";"Mining and quarrying";"Indústria Extrativa"
"0721";"Extração de minérios de urânio e tório";"Mining of uranium and thorium ores";"Extração de minérios de urânio e tório";"072";"Mineração de minérios metálicos não ferrosos";"Mining of non-ferrous metal ores";"Mineração de minérios metálicos não ferrosos";"07";"Extração de minerais metálicos";"Mining of metal ores";"Extração de minerais metálicos";"B";"Indústria Extrativa";"Mining and quarrying";"Indústria Extrativa"
"5310";"Atividades postais";"Postal activities";"Atividades postais";"531";"Atividades postais";"Postal activities";"Atividades postais";"53";"Atividades postais e de courier";"Postal and courier activities";"Atividades postais e de courier";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5819";"Outras atividades de publicação";"Other publishing activities";"Outras atividades de publicação";"581";"Edição de livros, periódicos e outras atividades de publicação";"Publishing of books, periodicals and other publishing activities";"Edição de livros, periódicos e outras atividades de publicação";"58";"Atividades de edição";"Publishing activities";"Atividades de edição";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5813";"Publicação de jornais, revistas e periódicos";"Publishing of newspapers, journals and periodicals";"Publicação de jornais, revistas e periódicos";"581";"Edição de livros, periódicos e outras atividades de publicação";"Publishing of books, periodicals and other publishing activities";"Edição de livros, periódicos e outras atividades de publicação";"58";"Atividades de edição";"Publishing activities";"Atividades de edição";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5812";"Publicação de diretórios e listas de discussão";"Publishing of directories and mailing lists";"Publicação de diretórios e listas de discussão";"581";"Edição de livros, periódicos e outras atividades de publicação";"Publishing of books, periodicals and other publishing activities";"Edição de livros, periódicos e outras atividades de publicação";"58";"Atividades de edição";"Publishing activities";"Atividades de edição";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5811";"Publicação de livros";"Book publishing";"Publicação de livros";"581";"Edição de livros, periódicos e outras atividades de publicação";"Publishing of books, periodicals and other publishing activities";"Edição de livros, periódicos e outras atividades de publicação";"58";"Atividades de edição";"Publishing activities";"Atividades de edição";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7500";"Atividades veterinárias";"Veterinary activities";"Atividades veterinárias";"750";"Atividades veterinárias";"Veterinary activities";"Atividades veterinárias";"75";"Atividades veterinárias";"Veterinary activities";"Atividades veterinárias";"D";"Outros Produtos";"Other products";"Outros Produtos"
"3830";"Recuperação de Materiais";"Materials recovery";"Recuperação de Materiais";"383";"Recuperação de Materiais";"Materials recovery";"Recuperação de Materiais";"38";"Atividades de coleta, tratamento e disposição de resíduos; recuperação de materiais";"Waste collection, treatment and disposal activities; materials recovery";"Atividades de coleta, tratamento e disposição de resíduos; recuperação de materiais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"1040";"Fabricação de óleos e gorduras vegetais e animais";"Manufacture of vegetable and animal oils and fats";"Fabricação de óleos e gorduras vegetais e animais";"104";"Fabricação de óleos e gorduras vegetais e animais";"Manufacture of vegetable and animal oils and fats";"Fabricação de óleos e gorduras vegetais e animais";"10";"Fabricação de produtos alimentícios";"Manufacture of food products";"Fabricação de produtos alimentícios";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1200";"Fabricação de produtos de tabaco";"Manufacture of tobacco products";"Fabricação de produtos de tabaco";"120";"Fabricação de produtos de tabaco";"Manufacture of tobacco products";"Fabricação de produtos de tabaco";"12";"Fabricação de produtos de tabaco";"Manufacture of tobacco products";"Fabricação de produtos de tabaco";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"8219";"Fotocópias, preparação de documentos e outras atividades especializadas de apoio administrativo";"Photocopying, document preparation and other specialized office support activities";"Fotocópias, preparação de documentos e outras atividades especializadas de apoio administrativo";"821";"Escritório administrativo e atividades de apoio";"Office administrative and support activities";"Escritório administrativo e atividades de apoio";"82";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"Office administrative, office support and other business support activities";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8211";"Atividades combinadas de serviços administrativos de escritório";"Combined office administrative service activities";"Atividades combinadas de serviços administrativos de escritório";"821";"Escritório administrativo e atividades de apoio";"Office administrative and support activities";"Escritório administrativo e atividades de apoio";"82";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"Office administrative, office support and other business support activities";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8299";"Outras actividades de serviços de apoio às empresas, n.e.c.";"Other business support service activities n.e.c.";"Outras actividades de serviços de apoio às empresas, n.e.c.";"829";"Atividades de serviço de suporte comercial n.c";"Business support service activities n.e.c.";"Atividades de serviço de suporte comercial n.c";"82";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"Office administrative, office support and other business support activities";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8292";"Atividades de embalagem";"Packaging activities";"Atividades de embalagem";"829";"Atividades de serviço de suporte comercial n.c";"Business support service activities n.e.c.";"Atividades de serviço de suporte comercial n.c";"82";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"Office administrative, office support and other business support activities";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8291";"Atividades de agências de cobrança e agências de crédito";"Activities of collection agencies and credit bureaus";"Atividades de agências de cobrança e agências de crédito";"829";"Atividades de serviço de suporte comercial n.c";"Business support service activities n.e.c.";"Atividades de serviço de suporte comercial n.c";"82";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"Office administrative, office support and other business support activities";"Escritório administrativo, suporte de escritório e outras atividades de suporte aos negócios";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4659";"Comércio atacadista de outras máquinas e equipamentos";"Wholesale of other machinery and equipment";"Comércio atacadista de outras máquinas e equipamentos";"465";"Comércio atacadista de máquinas, equipamentos e suprimentos";"Wholesale of machinery, equipment and supplies";"Comércio atacadista de máquinas, equipamentos e suprimentos";"46";"Comércio atacadista, exceto de veículos automotores e motocicletas";"Wholesale trade, except of motor vehicles and motorcycles";"Comércio atacadista, exceto de veículos automotores e motocicletas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4653";"Atacado de maquinário agrícola, equipamentos e suprimentos";"Wholesale of agricultural machinery, equipment and supplies";"Atacado de maquinário agrícola, equipamentos e suprimentos";"465";"Comércio atacadista de máquinas, equipamentos e suprimentos";"Wholesale of machinery, equipment and supplies";"Comércio atacadista de máquinas, equipamentos e suprimentos";"46";"Comércio atacadista, exceto de veículos automotores e motocicletas";"Wholesale trade, except of motor vehicles and motorcycles";"Comércio atacadista, exceto de veículos automotores e motocicletas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4652";"Comércio atacadista de equipamentos e peças eletrónicas e de telecomunicações";"Wholesale of electronic and telecommunications equipment and parts";"Comércio atacadista de equipamentos e peças eletrónicas e de telecomunicações";"465";"Comércio atacadista de máquinas, equipamentos e suprimentos";"Wholesale of machinery, equipment and supplies";"Comércio atacadista de máquinas, equipamentos e suprimentos";"46";"Comércio atacadista, exceto de veículos automotores e motocicletas";"Wholesale trade, except of motor vehicles and motorcycles";"Comércio atacadista, exceto de veículos automotores e motocicletas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4651";"Comércio atacadista de computadores, equipamentos periféricos e programas de informática";"Wholesale of computers, computer peripheral equipment and software";"Comércio atacadista de computadores, equipamentos periféricos e programas de informática";"465";"Comércio atacadista de máquinas, equipamentos e suprimentos";"Wholesale of machinery, equipment and supplies";"Comércio atacadista de máquinas, equipamentos e suprimentos";"46";"Comércio atacadista, exceto de veículos automotores e motocicletas";"Wholesale trade, except of motor vehicles and motorcycles";"Comércio atacadista, exceto de veículos automotores e motocicletas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2630";"Fabricação de equipamentos de comunicação";"Manufacture of communication equipment";"Fabricação de equipamentos de comunicação";"263";"Fabricação de equipamentos de comunicação";"Manufacture of communication equipment";"Fabricação de equipamentos de comunicação";"26";"Fabricação de produtos informáticos, eletrônicos e ópticos";"Manufacture of computer, electronic and optical products";"Fabricação de produtos informáticos, eletrônicos e ópticos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"4220";"Construção de projetos de utilidade";"Construction of utility projects";"Construção de projetos de utilidade";"422";"Construção de projetos de utilidade";"Construction of utility projects";"Construção de projetos de utilidade";"42";"Engenharia Civil";"Civil engineering";"Engenharia Civil";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9311";"Operação de instalações esportivas";"Operation of sports facilities";"Operação de instalações esportivas";"931";"Atividades esportivas";"Sports activities";"Atividades esportivas";"93";"Atividades esportivas e atividades de diversão e recreação";"Sports activities and amusement and recreation activities";"Atividades esportivas e atividades de diversão e recreação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"0240";"Serviços de apoio à silvicultura";"Support services to forestry";"Serviços de apoio à silvicultura";"024";"Serviços de apoio à silvicultura";"Support services to forestry";"Serviços de apoio à silvicultura";"02";"Silvicultura e exploração madeireira";"Forestry and logging";"Silvicultura e exploração madeireira";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"4742";"Comércio varejista de equipamento de áudio e vídeo em estabelecimentos especializados";"Retail sale of audio and video equipment in specialized stores";"Comércio varejista de equipamento de áudio e vídeo em estabelecimentos especializados";"474";"Comércio varejista de equipamento de informação e comunicação em estabelecimentos especializados";"Retail sale of information and communications equipment in specialized stores";"Comércio varejista de equipamento de informação e comunicação em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4741";"Comércio varejista de computadores, unidades periféricas, software e equipamento de telecomunicações em estabelecimentos especializados";"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores";"Comércio varejista de computadores, unidades periféricas, software e equipamento de telecomunicações em estabelecimentos especializados";"474";"Comércio varejista de equipamento de informação e comunicação em estabelecimentos especializados";"Retail sale of information and communications equipment in specialized stores";"Comércio varejista de equipamento de informação e comunicação em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
